id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,latitude,longitude,categories_list,coordinates_list
uEjX8iic3W16rU3bRkCjyg,sal-kris-and-charlies-deli-astoria,"Sal, Kris, & Charlie's Deli",https://s3-media4.fl.yelpcdn.com/bphoto/j9Peg7MrmL1-HPx-2lXvBw/o.jpg,False,https://www.yelp.com/biz/sal-kris-and-charlies-deli-astoria?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,1111,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.773326878163, 'longitude': -73.9113807678223}",[],"{'address1': '33-12 23rd Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['33-12 23rd Ave', 'Astoria, NY 11105']}",+17182789240,(718) 278-9240,1236.1142967881244,$,40.773326878163,-73.9113807678223,"['Delis', 'Sandwiches']","[40.773326878163, -73.9113807678223]"
tjF4QzhBnJex6Ap2PnDW7g,sorriso-italian-pork-store-astoria,Sorriso Italian Pork Store,https://s3-media2.fl.yelpcdn.com/bphoto/2Q4aOFMRD6TjAv3Rtqgfew/o.jpg,False,https://www.yelp.com/biz/sorriso-italian-pork-store-astoria?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,347,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.7621401, 'longitude': -73.9116109}","['delivery', 'pickup']",$,"{'address1': '4416 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['4416 30th Ave', 'Astoria, NY 11103']}",+17187284392,(718) 728-4392,76.832032527992,40.7621401,-73.9116109,"['Meat Shops', 'Delis', 'Sandwiches']","[40.7621401, -73.9116109]"
veeKjzzHsO9e4wKLxpuhtQ,el-rey-del-taco-truck-astoria-2,El Rey Del Taco Truck,https://s3-media2.fl.yelpcdn.com/bphoto/qsXi1UvgPnDXS2kronnQ6w/o.jpg,False,https://www.yelp.com/biz/el-rey-del-taco-truck-astoria-2?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,476,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 40.76622, 'longitude': -73.91933}","['delivery', 'pickup']",$,"{'address1': '33-01 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['33-01 30th Ave', 'Astoria, NY 11103']}",+13474595732,(347) 459-5732,730.9966964240639,40.766220000000004,-73.91933,"['Food Trucks', 'Tacos']","[40.76622, -73.91933]"
MNNpsRXe7Wt5m3Jla9Wk0w,the-alcove-sunnyside,The Alcove,https://s3-media2.fl.yelpcdn.com/bphoto/peNqHPI1kUUKbvTse-xIxQ/o.jpg,False,https://www.yelp.com/biz/the-alcove-sunnyside?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,896,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",5.0,"{'latitude': 40.7459065, 'longitude': -73.915103}","['pickup', 'delivery']",$$,"{'address1': '41-11 49th St', 'address2': '', 'address3': '', 'city': 'Sunnyside', 'zip_code': '11104', 'country': 'US', 'state': 'NY', 'display_address': ['41-11 49th St', 'Sunnyside, NY 11104']}",+13478134159,(347) 813-4159,392.6482810632914,40.7459065,-73.915103,"['Gastropubs', 'Tapas Bars', 'Breakfast & Brunch']","[40.7459065, -73.915103]"
iNiq1vgWpEa48jlPAce8wQ,the-thirsty-koala-astoria,The Thirsty Koala,https://s3-media1.fl.yelpcdn.com/bphoto/nqnLTkzjER6Dh0Y6Ol3rgQ/o.jpg,False,https://www.yelp.com/biz/the-thirsty-koala-astoria?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,1105,"[{'alias': 'australian', 'title': 'Australian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 40.774416, 'longitude': -73.908739}","['pickup', 'delivery']",$$,"{'address1': '35-12 Ditmars Blvd', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['35-12 Ditmars Blvd', 'Astoria, NY 11105']}",+17186265430,(718) 626-5430,552.7272769474506,40.774415999999995,-73.908739,"['Australian', 'Cocktail Bars', 'Wine Bars']","[40.774416, -73.908739]"
hXqrA_Z3jZ8Q1O6ZehWSwQ,samis-kabab-house-astoria,Sami's Kabab House,https://s3-media2.fl.yelpcdn.com/bphoto/fL8VNzoYI1HY-33_7B8XCw/o.jpg,False,https://www.yelp.com/biz/samis-kabab-house-astoria?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,412,"[{'alias': 'afghani', 'title': 'Afghan'}, {'alias': 'kebab', 'title': 'Kebab'}, {'alias': 'halal', 'title': 'Halal'}]",4.5,"{'latitude': 40.7587874, 'longitude': -73.9326435}","['delivery', 'pickup']",$$,"{'address1': '35-57 Crescent St', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['35-57 Crescent St', 'Astoria, NY 11106']}",+19178327165,(917) 832-7165,390.7629577190698,40.7587874,-73.93264350000001,"['Afghan', 'Kebab', 'Halal']","[40.7587874, -73.9326435]"
JlFbaMbMzsu7FA307mUIqg,joju-elmhurst,JoJu,https://s3-media1.fl.yelpcdn.com/bphoto/paqM5BvvSF7vqgb4ZKPTdg/o.jpg,False,https://www.yelp.com/biz/joju-elmhurst?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,1695,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.7407051700423, 'longitude': -73.8793501821476}",['pickup'],$,"{'address1': '83-25 Broadway', 'address2': '', 'address3': '', 'city': 'Elmhurst', 'zip_code': '11373', 'country': 'US', 'state': 'NY', 'display_address': ['83-25 Broadway', 'Elmhurst, NY 11373']}",+13478080887,(347) 808-0887,2365.7821437299335,40.7407051700423,-73.8793501821476,"['Coffee & Tea', 'Vietnamese', 'Sandwiches']","[40.7407051700423, -73.8793501821476]"
gSkAfUFw_iM2CX2FqC6TwA,sushi-time-forest-hills,Sushi Time,https://s3-media2.fl.yelpcdn.com/bphoto/Kwd2c4RpJDeZtw32ao62Cw/o.jpg,False,https://www.yelp.com/biz/sushi-time-forest-hills?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,520,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 40.7185591, 'longitude': -73.841229}","['delivery', 'pickup']","{'address1': '72-42 Austin St', 'address2': '', 'address3': '', 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['72-42 Austin St', 'Forest Hills, NY 11375']}",+17182610111,(718) 261-0111,531.289662527503,$$,40.7185591,-73.841229,"['Sushi Bars', 'Japanese']","[40.7185591, -73.841229]"
Py_oBQpNR8kMI3GbH-71Yg,ltauha-restaurant-ridgewood-3,Ltauha Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/AF7rXOVTAmcF-TKS9tuHBQ/o.jpg,False,https://www.yelp.com/biz/ltauha-restaurant-ridgewood-3?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,373,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'diners', 'title': 'Diners'}]",4.5,"{'latitude': 40.6998889, 'longitude': -73.9067463}","['pickup', 'delivery']","{'address1': '55-50 Myrtle Ave', 'address2': None, 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['55-50 Myrtle Ave', 'Ridgewood, NY 11385']}",+13476893462,(347) 689-3462,1575.9957474968985,$$,40.6998889,-73.9067463,"['American (New)', 'Tapas Bars', 'Diners']","[40.6998889, -73.9067463]"
7_t9wAHVmPIBgchCDSuAVg,pico-rockaway,Pico,https://s3-media2.fl.yelpcdn.com/bphoto/ISqgSoJJpmYQ-KjO914Ypg/o.jpg,False,https://www.yelp.com/biz/pico-rockaway?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,328,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,"{'latitude': 40.57829, 'longitude': -73.849648}",[],$$,"{'address1': '419 Beach 129th St', 'address2': None, 'address3': '', 'city': 'Rockaway', 'zip_code': '11694', 'country': 'US', 'state': 'NY', 'display_address': ['419 Beach 129th St', 'Rockaway, NY 11694']}",+17189453474,(718) 945-3474,3495.3090934501415,40.57829,-73.849648,"['Mexican', 'Bars', 'Salad']","[40.57829, -73.849648]"
aU5wBEpbuFYWp2G3jqHBOg,the-greek-place-new-hyde-park-4,The Greek Place,https://s3-media2.fl.yelpcdn.com/bphoto/dEnj8GVzxT04fQ2KSkwtrg/o.jpg,False,https://www.yelp.com/biz/the-greek-place-new-hyde-park-4?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,379,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.737724, 'longitude': -73.669208}","['delivery', 'pickup']",$$,"{'address1': '2144 Jericho Tpke', 'address2': '', 'address3': '', 'city': 'New Hyde Park', 'zip_code': '11040', 'country': 'US', 'state': 'NY', 'display_address': ['2144 Jericho Tpke', 'New Hyde Park, NY 11040']}",+15166734545,(516) 673-4545,3712.121334316123,40.737724,-73.669208,"['Greek', 'Salad', 'Sandwiches']","[40.737724, -73.669208]"
LKA8QkPAULAJy1UwLP7ixw,dirty-taco-tequila-rockville-centre,Dirty Taco + Tequila,https://s3-media4.fl.yelpcdn.com/bphoto/ee8w6rCMah5L-rxsVV_7rw/o.jpg,False,https://www.yelp.com/biz/dirty-taco-tequila-rockville-centre?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,382,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.657764, 'longitude': -73.647551}",[],$$,"{'address1': '201 Sunrise Hwy', 'address2': None, 'address3': '', 'city': 'Rockville Centre', 'zip_code': '11570', 'country': 'US', 'state': 'NY', 'display_address': ['201 Sunrise Hwy', 'Rockville Centre, NY 11570']}",+15166009874,(516) 600-9874,8729.327027908923,40.657764,-73.647551,"['Tacos', 'Cocktail Bars']","[40.657764, -73.647551]"
tQcAwscj_LJ1hPtoJ_U_MA,arepa-lady-jackson-heights-4,Arepa Lady,https://s3-media2.fl.yelpcdn.com/bphoto/LnwOdpmfH4k6M-1EEUrfSg/o.jpg,False,https://www.yelp.com/biz/arepa-lady-jackson-heights-4?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,479,"[{'alias': 'colombian', 'title': 'Colombian'}]",4.5,"{'latitude': 40.7494896198795, 'longitude': -73.8882688432932}","['delivery', 'pickup']",$,"{'address1': '77-17 37th Ave', 'address2': '', 'address3': '', 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['77-17 37th Ave', 'Jackson Heights, NY 11372']}",+19177451111,(917) 745-1111,469.55128696323,40.7494896198795,-73.8882688432932,['Colombian'],"[40.7494896198795, -73.8882688432932]"
6YsCjSkCoUJ6rVDJe04Yuw,lhasa-fast-food-jackson-heights,Lhasa Fast Food,https://s3-media3.fl.yelpcdn.com/bphoto/_DSiw6zg9jDGQR8MN3Rrvg/o.jpg,False,https://www.yelp.com/biz/lhasa-fast-food-jackson-heights?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,328,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",4.5,"{'latitude': 40.74748, 'longitude': -73.89183}",[],$,"{'address1': '37-50 74th St', 'address2': 'Ste 3750', 'address3': '', 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['37-50 74th St', 'Ste 3750', 'Jackson Heights, NY 11372']}",+13479526934,(347) 952-6934,835.5206308187,40.747479999999996,-73.89183,['Himalayan/Nepalese'],"[40.74748, -73.89183]"
3GMHPnrkFAcqffw3T7JSdQ,kitchen-79-jackson-heights,Kitchen 79,https://s3-media3.fl.yelpcdn.com/bphoto/ip9F8-pOstZmt7_8T_46Jg/o.jpg,False,https://www.yelp.com/biz/kitchen-79-jackson-heights?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,626,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 40.747551, 'longitude': -73.8868866}","['delivery', 'pickup']",$$,"{'address1': '37-70 79th St', 'address2': '', 'address3': '', 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['37-70 79th St', 'Jackson Heights, NY 11372']}",+17188036227,(718) 803-6227,529.852738605428,40.747551,-73.8868866,['Thai'],"[40.747551, -73.8868866]"
m2_ZNFos5ugAwe8ft8eaEw,eim-khao-mun-kai-elmhurst-elmhurst,Eim Khao Mun Kai Elmhurst,https://s3-media2.fl.yelpcdn.com/bphoto/JqeuGqrZxCPGVowAEs8XFQ/o.jpg,False,https://www.yelp.com/biz/eim-khao-mun-kai-elmhurst-elmhurst?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,451,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'hainan', 'title': 'Hainan'}]",4.5,"{'latitude': 40.7429414097644, 'longitude': -73.8832733356575}",[],$,"{'address1': '81-32 Broadway', 'address2': '', 'address3': '', 'city': 'Elmhurst', 'zip_code': '11373', 'country': 'US', 'state': 'NY', 'display_address': ['81-32 Broadway', 'Elmhurst, NY 11373']}",+17184247156,(718) 424-7156,956.8022097078559,40.7429414097644,-73.8832733356575,"['Thai', 'Hainan']","[40.7429414097644, -73.8832733356575]"
22CRLIEfJWIO-8RjEiecAg,akino-elmhurst,Akino,https://s3-media1.fl.yelpcdn.com/bphoto/7OaFodhkcMGYurUhJs7Ifw/o.jpg,False,https://www.yelp.com/biz/akino-elmhurst?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,799,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 40.7411784, 'longitude': -73.8814239}","['pickup', 'delivery']",$$,"{'address1': '82-80 Broadway', 'address2': '', 'address3': None, 'city': 'Elmhurst', 'zip_code': '11373', 'country': 'US', 'state': 'NY', 'display_address': ['82-80 Broadway', 'Elmhurst, NY 11373']}",+17187798280,(718) 779-8280,396.93325325373434,40.741178399999995,-73.8814239,"['Sushi Bars', 'Japanese']","[40.7411784, -73.8814239]"
UuiW2A-O11Q0baqSEUMvZA,miyabi-asian-fusion-staten-island,Miyabi Asian Fusion,https://s3-media4.fl.yelpcdn.com/bphoto/1lPXl3jA-5B7sIeYQq6e1w/o.jpg,False,https://www.yelp.com/biz/miyabi-asian-fusion-staten-island?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,355,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 40.6258092020868, 'longitude': -74.1345641477488}","['pickup', 'delivery']","{'address1': '1348 Forest Ave', 'address2': None, 'address3': '', 'city': 'Staten Island', 'zip_code': '10302', 'country': 'US', 'state': 'NY', 'display_address': ['1348 Forest Ave', 'Staten Island, NY 10302']}",+17188768018,(718) 876-8018,532.3815558977963,$$,40.6258092020868,-74.13456414774879,"['Sushi Bars', 'Japanese', 'Thai']","[40.6258092020868, -74.1345641477488]"
5boVu1QAQ-6VlnjfqeNdXg,urban-griddle-elizabeth-2,Urban Griddle,https://s3-media3.fl.yelpcdn.com/bphoto/rSjDvh4wfOsQjCOMt6W7Kg/o.jpg,False,https://www.yelp.com/biz/urban-griddle-elizabeth-2?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,1293,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.65307, 'longitude': -74.21389}",['delivery'],"{'address1': '460 Maple Ave', 'address2': '', 'address3': '', 'city': 'Elizabeth', 'zip_code': '07202', 'country': 'US', 'state': 'NJ', 'display_address': ['460 Maple Ave', 'Elizabeth, NJ 07202']}",+19082892465,(908) 289-2465,4580.438203342821,$$,40.65307,-74.21389,"['Breakfast & Brunch', 'American (Traditional)', 'Comfort Food']","[40.65307, -74.21389]"
UytOpeDV0-5wIHhi987WgA,beans-and-leaves-staten-island,Beans and Leaves,https://s3-media3.fl.yelpcdn.com/bphoto/td_Ihu3v-WCxglp2Nw9Exg/o.jpg,False,https://www.yelp.com/biz/beans-and-leaves-staten-island?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,320,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 40.6307373046875, 'longitude': -74.1033935546875}","['delivery', 'pickup']","{'address1': '422 Forest Ave', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10301', 'country': 'US', 'state': 'NY', 'display_address': ['422 Forest Ave', 'Staten Island, NY 10301']}",+17184480276,(718) 448-0276,1205.688286276194,$,40.6307373046875,-74.1033935546875,"['Coffee & Tea', 'Breakfast & Brunch', 'Cafes']","[40.6307373046875, -74.1033935546875]"
U0HmnNv1wJL-dANj_Dq71A,lees-tavern-staten-island,Lee's Tavern,https://s3-media3.fl.yelpcdn.com/bphoto/XzJqQB18-UeZaeWrsHyyGg/o.jpg,False,https://www.yelp.com/biz/lees-tavern-staten-island?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,512,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.5,"{'latitude': 40.588756, 'longitude': -74.095153}",[],$$,"{'address1': '60 Hancock St', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10305', 'country': 'US', 'state': 'NY', 'display_address': ['60 Hancock St', 'Staten Island, NY 10305']}",+17186679749,(718) 667-9749,3164.062904848456,40.588756,-74.095153,"['Pizza', 'Pubs']","[40.588756, -74.095153]"
hOuETUkoGbMDyA4w9fmdmg,craft-house-tompkinsville-2,Craft House,https://s3-media2.fl.yelpcdn.com/bphoto/gUUJrY7fm_SKFVhgCuAD7Q/o.jpg,False,https://www.yelp.com/biz/craft-house-tompkinsville-2?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,333,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.5,"{'latitude': 40.636373, 'longitude': -74.077543}","['pickup', 'delivery']",$$,"{'address1': '60 Vanduzer St', 'address2': '', 'address3': '', 'city': 'Tompkinsville', 'zip_code': '10301', 'country': 'US', 'state': 'NY', 'display_address': ['60 Vanduzer St', 'Tompkinsville, NY 10301']}",+17184423433,(718) 442-3433,1959.855724174444,40.636373,-74.077543,"['Bars', 'Barbeque']","[40.636373, -74.077543]"
7YJxZAvMxB-oVZfHAuvBmw,lakruwana-restaurant-staten-island-2,Lakruwana Restaurant ,https://s3-media4.fl.yelpcdn.com/bphoto/kuerfRTidkJmKHmdoE0pyw/o.jpg,False,https://www.yelp.com/biz/lakruwana-restaurant-staten-island-2?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,328,"[{'alias': 'srilankan', 'title': 'Sri Lankan'}]",4.5,"{'latitude': 40.62571, 'longitude': -74.075373}","['pickup', 'delivery']",$$,"{'address1': '668 Bay St', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10304', 'country': 'US', 'state': 'NY', 'display_address': ['668 Bay St', 'Staten Island, NY 10304']}",+13478576619,(347) 857-6619,1624.7958320156883,40.62571,-74.075373,['Sri Lankan'],"[40.62571, -74.075373]"
SULHf6nGQ8sK0UpG1XU30w,los-tacos-no-1-new-york-3,Los Tacos No.1,https://s3-media4.fl.yelpcdn.com/bphoto/5wEe4FCwda16knmBHSsX0Q/o.jpg,False,https://www.yelp.com/biz/los-tacos-no-1-new-york-3?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,1843,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 40.7575067, 'longitude': -73.9877717}","['delivery', 'pickup']",$,"{'address1': '229 W 43rd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['229 W 43rd St', 'New York, NY 10036']}",+12125744696,(212) 574-4696,950.4420160139026,40.7575067,-73.98777170000001,['Tacos'],"[40.7575067, -73.9877717]"
oe8GEFE4QLFAKt87y7zcgA,very-fresh-noodles-new-york,Very Fresh Noodles,https://s3-media3.fl.yelpcdn.com/bphoto/62nOxnKOKR4LAuBkgNBy1Q/o.jpg,False,https://www.yelp.com/biz/very-fresh-noodles-new-york?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,1020,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 40.74207, 'longitude': -74.00565}","['delivery', 'pickup']",$$,"{'address1': '409 W 15th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['409 W 15th St', 'New York, NY 10011']}",+13129655213,(312) 965-5213,1344.435062749005,40.74207,-74.00565,"['Taiwanese', 'Chinese', 'Noodles']","[40.74207, -74.00565]"
j1S3NUrkB3BVT49n_e76NQ,best-bagel-and-coffee-new-york,Best Bagel & Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/9-8DVzhwfzFS5GUCq3O6NA/o.jpg,False,https://www.yelp.com/biz/best-bagel-and-coffee-new-york?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,3354,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.7522683, 'longitude': -73.9910861}","['delivery', 'pickup']",$,"{'address1': '225 W 35th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['225 W 35th St', 'New York, NY 10001']}",+12125644409,(212) 564-4409,432.25160204234953,40.7522683,-73.99108609999999,"['Bagels', 'Coffee & Tea', 'Breakfast & Brunch']","[40.7522683, -73.9910861]"
pb_ryc8FYHpUPV56eV2Eyg,brooklyn-bagel-and-coffee-company-new-york-2,Brooklyn Bagel & Coffee Company,https://s3-media2.fl.yelpcdn.com/bphoto/hUTrABJ4rEdz9YvjFTTWFA/o.jpg,False,https://www.yelp.com/biz/brooklyn-bagel-and-coffee-company-new-york-2?adjust_creative=Ew22WtqM03RGdHlepBFF7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ew22WtqM03RGdHlepBFF7g,1468,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 40.746183, 'longitude': -73.997642}","['pickup', 'delivery']",$,"{'address1': '286 8th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['286 8th Ave', 'New York, NY 10001']}",+12129242824,(212) 924-2824,637.4389859985758,40.746183,-73.997642,"['Bagels', 'Breakfast & Brunch', 'Cafes']","[40.746183, -73.997642]"
